Tool,Platform,Encryption_Speed (ms),Decryption_Speed (ms),CPU_Usage (%),Memory_Usage (MB),Security_Level,Compatibility
DES,Android,5.34,4.54,77.34,370.61,Low,Low
RSA,MacOS,8.71,4.35,91.27,77.76,Low,Medium
AES,Windows,18.72,13.58,22.57,483.43,Low,Medium
RSA,MacOS,3.11,5.55,18.65,412.31,Low,Low
AES,iOS,3.66,3.76,48.21,110.2,Medium,High
DES,Android,4.93,5,94.03,101.22,High,High
DES,Linux,12.71,18.63,58.81,71.57,High,Low
Blowfish,iOS,4.71,16.79,57.47,77.81,High,Low
RSA,Android,19.43,8.37,22.7,376.6,Medium,High
Twofish,MacOS,10.04,13.8,10.07,240.13,High,Medium
Blowfish,iOS,11.03,11.67,82.91,393.64,Low,Low
RSA,Android,6.44,14.19,17.88,375.66,Medium,Low
Blowfish,Windows,10.48,14.29,67.05,306.26,High,Low
Twofish,Windows,13.91,13.32,92.32,346.32,Low,Low
ECC,Linux,15.52,6.79,28.78,18.99,Low,Low
ECC,Android,15.57,2.7,69.87,162.77,Medium,Low
ECC,Windows,12.4,10.2,17.08,322.53,Medium,High
ECC,MacOS,18.28,18.04,64.34,14.58,High,High
ChaCha20,Android,16.71,12.25,24.75,26.16,High,Low
AES,MacOS,15.63,16.98,76.24,427.43,High,High
ChaCha20,MacOS,3,19.85,37.11,345.17,Medium,Medium
ChaCha20,Windows,2.12,4.95,51.71,140.03,High,Medium
ChaCha20,Android,5.82,14.45,63.95,347.1,High,Low
ECC,iOS,13.94,14.14,25.41,398.3,Low,Medium
Twofish,Windows,9.4,19.64,76.75,160.33,Low,Medium
DES,Windows,9.24,19.74,37.24,27.66,Low,High
DES,Android,17.92,14.36,69.61,467.06,High,High
AES,Android,18.12,6.39,24.25,179.14,Medium,High
ECC,MacOS,18.37,16.37,71.93,62.18,Low,High
ECC,Android,7.65,3.93,21.54,251.01,Medium,Medium
ECC,MacOS,14.44,16.05,48.28,386.55,High,Low
Blowfish,Windows,6.89,18.38,32.25,118.61,High,High
RSA,Linux,5.43,8.89,77.35,142.05,Low,Medium
Blowfish,iOS,5.32,13.35,33.58,128.93,Medium,High
RSA,Windows,8.16,9.74,89.35,495.92,Low,Medium
ECC,Android,9.74,9.88,90.26,106.73,High,High
ECC,iOS,16.96,7.59,27.68,292,Medium,Low
Blowfish,Linux,4.16,15.72,65.25,463.38,Low,High
Blowfish,Linux,15.23,18.85,17.89,81.98,High,Low
RSA,MacOS,11.57,18.93,45.24,485.72,Low,High
DES,iOS,7.18,5.15,74.2,474.26,Medium,High
RSA,MacOS,10.87,17.75,69.35,443.44,Medium,High
Blowfish,Windows,7.4,15.27,66.22,115.13,Medium,Medium
Twofish,iOS,12.73,6.55,35.43,320.69,Medium,Medium
Blowfish,Windows,9.81,3.21,44.02,382.84,Medium,Low
Twofish,MacOS,4.96,6.82,19.27,493.15,Low,Low
AES,iOS,4.1,18.42,74.71,98.41,Low,Medium
Blowfish,MacOS,11.84,13.4,55.35,385.35,Low,Low
AES,iOS,18.24,14.98,73.79,176.01,Low,Low
DES,MacOS,8.19,6.63,32.4,96.06,High,Medium
RSA,Linux,15.19,14.95,39.2,216.47,High,Medium
Twofish,MacOS,13.86,2.51,40.08,398.98,Low,Medium
RSA,Linux,18.77,8.76,12.32,237.78,High,Medium
AES,MacOS,16.78,13.28,40.69,273.39,High,High
Twofish,iOS,12.2,4.63,82.3,497.63,Medium,Medium
RSA,iOS,13.83,16.81,90.76,205.56,Low,Low
Blowfish,iOS,18.17,6.23,56.64,311.55,High,High
ECC,Android,9.19,13.74,51,188.97,High,High
AES,Windows,7.88,9.29,12.77,202.46,Low,Low
RSA,iOS,2.19,12.73,89.13,350.86,Medium,High
AES,Linux,16.88,3.93,11.17,469.56,Low,Low
ChaCha20,iOS,16.42,2.3,95.03,275.76,Medium,High
AES,Android,3.88,18.37,54.03,386.52,High,High
Twofish,Linux,12.38,6.85,40.77,53.71,Medium,Low
ChaCha20,Android,10.35,16.75,93.18,113.47,Medium,Low
Twofish,Linux,4.14,19.99,12.2,256.04,Low,Low
ECC,MacOS,19.65,5.81,62.33,19.81,High,Low
ChaCha20,Windows,5.86,6.77,59.4,133.9,Low,Medium
Blowfish,Windows,3.21,13.93,29.74,263.53,Low,Medium
AES,Android,12.71,19.38,48.6,17.33,High,Low
RSA,Windows,15.3,18.48,68.7,139.63,Low,Medium
DES,Android,2.58,11.05,75.44,261.88,Low,Low
AES,Android,13.86,16.31,10.06,290.84,Medium,Low
AES,Android,11.58,4.44,94.32,463.62,Low,High
ECC,Windows,3.86,19.59,24.81,326.22,High,Low
Blowfish,Android,5.11,19.36,31.02,213.22,Low,Low
DES,Windows,12.22,4.95,33.71,465.87,Medium,Low
ChaCha20,Android,7.33,7.39,13.4,394.59,Low,Low
ChaCha20,iOS,18.89,3.8,21.07,108,Low,High
ChaCha20,Android,16.74,6.89,98.77,74.11,Low,Low
Twofish,Linux,19.7,16.69,38.37,341.15,Medium,High
Twofish,Android,6.67,8.81,20.38,284.34,High,Low
RSA,MacOS,19.46,3.59,19.63,396.94,High,High
DES,Android,9.76,8.16,74.75,372.01,Medium,Medium
ChaCha20,Linux,8.26,19.66,86.91,316.35,Medium,High
Twofish,Linux,2.91,13.33,33.13,493.33,Low,High
RSA,Windows,2.95,9.49,11.88,271.46,High,Low
Blowfish,iOS,14.46,5,30.08,65.42,Medium,High
RSA,Android,10.24,19.75,15.09,415.85,High,High
Twofish,Windows,6.08,16.78,19.31,133.41,Low,Low
ECC,iOS,13.05,7.07,48.84,390.88,Medium,Medium
ECC,Android,6.55,3.26,30.69,478.98,High,Medium
ChaCha20,MacOS,12.4,3.02,56.44,351.43,High,Medium
ECC,Android,8.47,4.17,32.81,302.05,Low,High
ChaCha20,Linux,16.82,12.45,94.65,235.59,Medium,Low
ChaCha20,Linux,16.77,18.72,91.53,188.56,High,Medium
Twofish,MacOS,10.59,10.94,61.01,182.97,Low,Medium
ECC,Windows,8.31,17.17,41.9,321.82,High,Medium
ChaCha20,iOS,8.53,10.03,44.3,378.12,Low,Medium
DES,Android,16.5,14.75,47.07,342.47,High,Low
Blowfish,Linux,7.91,15.17,75.48,107.22,High,Medium
RSA,Windows,5.76,5.13,50.65,252.05,Low,High
RSA,MacOS,3.52,8.5,87.11,397.9,Medium,High
Twofish,Linux,10.4,13.47,94.97,243.09,Low,Low
ECC,MacOS,10.68,3.27,40.24,272.95,Medium,Medium
ECC,Android,17.14,8.51,60.46,387.86,High,Medium
ChaCha20,iOS,5.98,11.63,18.56,334.02,High,High
AES,Linux,8.86,19.93,28.04,210.58,Low,Low
ChaCha20,Linux,16.55,10.54,47.21,448.75,Low,High
Blowfish,Android,16.83,16.69,28.56,89.66,Medium,Low
DES,Windows,8.92,9.78,88.89,497.8,Medium,Low
RSA,iOS,10.26,16.34,24.25,68.24,Medium,Low
ChaCha20,Linux,7.46,12.72,51.01,17.33,Low,High
AES,iOS,18.79,17.96,64.51,446.11,High,Low
AES,Linux,4.14,9.4,72.27,130.03,Low,High
ChaCha20,iOS,18.81,12.88,44.48,367.55,High,High
Twofish,MacOS,14.31,13.34,88.22,407.4,Low,Medium
RSA,Linux,11.57,9.51,61.15,430.9,Low,High
Twofish,iOS,2.59,4.6,49.56,495.88,Medium,High
DES,Windows,10.56,3.68,16.05,154.08,High,Medium
AES,MacOS,9.34,2.3,51.82,358.02,Low,Medium
AES,MacOS,4.9,17.72,83.87,66.55,Low,Medium
Blowfish,Windows,13.82,6.26,65.31,209.34,High,Low
DES,iOS,19.48,5.81,84.89,425.51,Low,Low
AES,Android,12.12,15.25,54.46,190.15,High,Medium
DES,Windows,14.87,7.76,20.66,299.64,Medium,Low
RSA,iOS,3.23,11.11,11.23,256.85,Medium,Medium
ECC,Windows,9.52,4.93,37.29,326.52,High,Low
AES,Windows,4.09,19.28,72.82,486.72,Medium,High
Blowfish,Linux,13.03,17.33,81.12,37.31,High,Low
RSA,iOS,18.89,17.55,36.62,291.24,Low,Low
ChaCha20,Android,13.91,9.32,54.61,432.88,Low,High
DES,Linux,3.38,15.72,47.9,245.88,High,Medium
ChaCha20,Windows,8.38,4.59,46.95,48.48,Low,Low
Twofish,Windows,11.91,2.16,30.82,284.66,Medium,Low
RSA,Windows,9.26,2.36,22.27,172.72,Low,High
ChaCha20,iOS,17.01,12.56,27.7,85.92,Low,High
AES,iOS,16.66,10.2,14.98,426.03,High,High
DES,Linux,13.01,11.32,27.83,265.58,Medium,High
ECC,Android,8.72,2.13,10.83,467.31,Low,Medium
RSA,Linux,6.6,9.61,66.45,404.95,Low,Low
AES,MacOS,3.91,14.93,38.47,349.56,High,Low
Blowfish,Windows,8.39,9.97,97.58,12.46,High,Low
Twofish,Windows,9.44,15.18,27.43,219.63,Medium,Low
DES,Windows,14.16,6.19,41.12,106.77,Low,Medium
RSA,Linux,13.85,16.64,42.21,456.29,High,Low
RSA,Linux,3.26,12.59,10.76,95.55,High,Medium
ECC,Windows,9.11,5.79,85.53,150.17,High,Medium
ECC,Linux,5.27,6.26,12.88,263.25,Medium,High
Blowfish,iOS,4.82,13.3,94.62,139.05,High,High
Twofish,iOS,16.89,16.94,90.29,112.83,Medium,Low
Blowfish,Linux,2.75,9.48,58.2,303.56,Medium,Medium
AES,Windows,9.55,6.65,58.92,53.58,Low,High
AES,Linux,5.03,17.61,68.84,38.5,Low,Medium
Blowfish,Linux,17.83,14.05,44.83,192.4,Medium,High
Twofish,Linux,12.03,10.07,68.25,363.13,Low,Medium
Blowfish,MacOS,6.16,10.78,14.03,281.86,Low,Low
Twofish,iOS,11.04,5.68,14.86,217.21,High,Low
Twofish,Android,15.17,13.28,51.15,287.22,Low,Medium
ChaCha20,Android,19.25,8.46,59.47,189.07,Medium,High
DES,MacOS,5.97,19.92,89.9,468.71,Low,High
Twofish,Linux,17.95,10.64,19.42,36.9,High,Low
ECC,MacOS,18.82,10.75,84.04,339.96,Medium,Low
Twofish,MacOS,18.5,12.19,28.9,446.73,Low,Low
Twofish,Windows,13.44,18.5,45.47,403.9,Medium,High
Twofish,iOS,13.34,16.41,38.49,100.18,Low,High
ChaCha20,Android,9.26,10.12,46.01,155,High,Low
ChaCha20,Linux,15.54,14.94,23.54,361.35,Low,Medium
AES,Android,11.56,12.55,55.32,51.29,Medium,High
ChaCha20,Android,14.19,10.86,82.15,407.81,Medium,Low
ECC,iOS,9.71,5.46,49.74,362.26,Medium,Medium
ECC,Android,15.17,10.35,54.16,367.51,Low,High
ChaCha20,Android,16.84,6.42,86.39,59.12,Low,Medium
Blowfish,MacOS,4.64,18.47,73.55,361.7,Low,Medium
DES,iOS,16.99,8.04,54.14,343.11,High,High
ChaCha20,Windows,11.73,19.14,33.19,417.15,High,Low
Twofish,Linux,17.2,11.59,89.64,30.38,High,Medium
RSA,Android,9.76,13.37,61.93,21.32,Medium,Low
DES,Linux,8.82,11.77,29.9,192.77,Medium,High
DES,Windows,18.47,4.33,34.22,82.91,Medium,Medium
ECC,Linux,6.52,8.76,82.28,283.61,Medium,Medium
DES,Windows,17.2,3.78,13.97,459.5,Medium,Medium
ChaCha20,MacOS,10.71,13.21,99.29,201.83,Low,Medium
Twofish,Android,11.25,10.04,21.73,424.03,Medium,Medium
Twofish,Windows,7.55,16,81.65,10.12,Low,High
AES,Linux,12.31,5.97,45.53,92.57,High,Medium
Twofish,Android,7.85,4.96,54.3,24.91,High,High
Twofish,MacOS,2.71,9.31,89.26,170.79,High,Low
ECC,Android,6.9,18.68,47.16,455.01,High,High
Twofish,Windows,2.11,14.79,58.37,57.51,High,Medium
AES,MacOS,19.61,9.54,14.44,307.14,Medium,Low
RSA,Linux,19.38,11.31,10.21,231.23,Medium,High
ChaCha20,MacOS,9.11,3.52,32.03,469.85,Medium,High
ECC,MacOS,15.11,19.72,71.25,70.03,High,High
RSA,iOS,8.22,14,20.91,113.89,High,Medium
ECC,MacOS,14.08,7.14,20.24,24.48,Low,Medium
Blowfish,MacOS,16.5,12.54,46.99,222.63,Medium,High
DES,Android,19.04,3.97,68.31,146.14,High,High
Blowfish,Linux,9.2,19.39,74.09,436.25,High,Low
Twofish,Android,16.1,5.15,26.06,306.42,High,Medium
RSA,Android,6.79,13.66,17.16,310.9,Low,Medium
Twofish,Windows,19.83,6.42,94.64,270.64,High,Low
DES,Android,2.46,14.92,33.46,55.01,Low,High
ECC,iOS,12.86,15.98,86.8,228.06,Low,High
DES,iOS,13.87,14.12,87.71,499.76,Medium,Low
AES,Windows,14.38,13.06,79.53,419.26,High,High
DES,Linux,4.17,18.06,25.2,447.79,Low,High
AES,Linux,18.89,3.42,83.96,413.38,High,Low
DES,Android,5.26,7.96,79.23,60.49,Medium,Low
ChaCha20,Android,13.21,6.47,63.71,121.45,Medium,Low
AES,Android,6.01,19.78,40.35,11.53,Low,High
RSA,Linux,7.53,9.01,33.63,158.72,Medium,Low
Twofish,MacOS,11.84,15.19,20.97,63.22,Medium,High
Twofish,iOS,9.51,14.33,55.88,241.67,Medium,Medium
Blowfish,MacOS,4.88,5.82,62.67,341.79,High,Medium
Twofish,MacOS,5.08,6.3,42.34,438.51,High,Low
ECC,Linux,9.53,7.06,52.78,377.12,Low,High
ChaCha20,MacOS,15.63,9.4,42.72,469.91,Low,High
DES,Windows,18.16,6.22,67.69,36.41,Medium,High
Blowfish,Android,3.51,2.35,91.11,15.97,Medium,Low
ECC,Windows,9.08,17.83,24.75,334.06,Low,High
ECC,iOS,3.8,19.38,44.33,151.78,Medium,High
AES,Android,2.3,8.15,22.68,134.22,Low,High
Twofish,MacOS,13.91,8.09,66.24,172.13,High,Medium
RSA,iOS,12.84,2.13,75.6,142.2,Medium,High
RSA,Android,4.93,14.24,93.87,260.6,Medium,Medium
Blowfish,MacOS,6.21,16.86,35.1,225.67,Medium,High
ChaCha20,Windows,2.43,4.64,95.52,261.09,High,High
RSA,Android,17.03,4.87,15.69,339.63,High,High
DES,MacOS,19.54,16.22,64.27,199.69,Medium,Medium
RSA,Windows,4.44,13.09,15.14,133.14,Low,High
Blowfish,iOS,6.17,2.81,90.44,91.44,High,Low
RSA,iOS,17.63,13.21,57.68,181.24,Medium,High
DES,iOS,18.68,7.56,70.24,373.49,Medium,Medium
AES,iOS,9.55,8.64,84.84,380.79,High,Medium
ChaCha20,Linux,2.91,15.86,23.53,336.78,Low,Low
Blowfish,Android,2.71,16.6,13.47,124.67,Medium,Low
AES,Android,12.33,9.21,89.1,298.16,Low,Low
AES,Linux,9.07,19.05,38.34,289.64,Low,Medium
AES,MacOS,2.52,9.32,21.61,247.29,High,High
ECC,MacOS,12.5,15.89,52.16,279.49,Medium,High
ChaCha20,iOS,2.2,10.71,63.85,250.98,Medium,Low
Twofish,Windows,16.17,18.16,12.79,287.07,Low,Low
ChaCha20,MacOS,7.52,18.34,34.74,360.6,High,High
ECC,Windows,2.72,3.57,12.95,63.72,High,Low
Twofish,Android,12.59,18.86,47.83,377.32,High,High
ChaCha20,Windows,9.16,16.86,90.56,76.58,Low,High
AES,Android,19.53,16.24,98.44,42.65,Low,High
Blowfish,Linux,11.8,5.62,67.33,488.28,Medium,High
Twofish,Linux,6.95,16.49,24.55,478.93,High,Medium
DES,iOS,14.77,17.3,91.53,39.61,Low,High
DES,MacOS,6.89,7.2,56.46,227.19,High,Low
RSA,iOS,18.28,19.14,23.84,101.26,Low,Low
Twofish,Android,8.74,2.9,92.96,247.82,Medium,Low
Blowfish,iOS,11.9,4.7,78.17,416.79,High,Low
ECC,Windows,2.91,11.68,75.85,475.8,Low,Medium
AES,Android,9.67,12.36,73.83,320.78,High,High
RSA,Linux,16.98,13.61,28.03,183.41,Low,High
DES,MacOS,16.5,2.31,28.99,305.63,Low,Low
ECC,Android,6.04,19.29,71.95,162.88,Low,Low
ECC,Android,6.07,2.8,29.78,455.81,High,Low
AES,Windows,16.71,4.58,49.48,436.5,Low,High
Twofish,MacOS,18.75,2.25,80.38,283.53,Medium,Medium
DES,Linux,3.72,12.2,80.56,169.15,High,Medium
Blowfish,Android,10.1,18.78,50.79,153.76,Medium,Medium
ECC,Android,8.07,13.99,81.3,26.37,Medium,Medium
AES,Windows,17.67,16.81,85.48,409.75,High,Low
Blowfish,iOS,3.5,2.24,68.93,230.69,Low,High
Twofish,Linux,5.8,11.76,30.56,169.32,Medium,Low
DES,MacOS,15.54,10.27,34.66,240.84,High,Medium
Twofish,Android,2.92,10.98,38.34,411.18,Low,Low
ECC,Android,10.87,3.3,20.51,71.06,High,Medium
Blowfish,Linux,9.96,14.32,34.58,430.25,High,High
Blowfish,iOS,8.02,11.06,28.86,449.78,High,Medium
Blowfish,Android,9.1,15.77,50.98,473.89,Low,Low
ECC,Linux,11.54,10.74,91.76,204.77,Medium,High
ECC,Windows,4.9,4.69,19.4,116.4,Medium,Medium
Twofish,iOS,12.3,13.67,74.82,193.08,High,Medium
RSA,MacOS,16.5,5.1,71.86,173.13,High,High
Twofish,Android,15.68,17.7,18.62,96.32,Low,Low
DES,Linux,4.77,13.04,93.03,307.56,High,High
AES,Windows,4.69,4.83,61.16,243.55,High,Low
Blowfish,MacOS,6.83,19.32,42.74,434.19,High,Medium
RSA,Linux,8.5,11.33,78.09,25.73,Medium,Medium
AES,Linux,9.35,3.31,33.16,325.5,High,High
RSA,MacOS,14.23,13.28,72.42,383.84,Medium,Medium
ChaCha20,Windows,3.02,6.56,13.57,382.15,Low,High
Twofish,Windows,2.62,16.47,85.55,444.18,Low,Medium
ECC,iOS,9.05,16.72,50.34,367.23,Medium,Medium
Blowfish,Android,14.55,19.62,67.3,464.63,Medium,Low
Twofish,MacOS,5.48,11.03,29.91,173,Medium,High
AES,MacOS,13.55,10.19,70.94,256.57,Medium,High
ChaCha20,MacOS,6.68,15.56,79.5,16.9,High,Medium
ChaCha20,Windows,17.95,4.38,52.59,13.41,Medium,Low
ChaCha20,Android,18.12,11.84,65.6,127.66,Medium,Low
AES,iOS,7.35,11.83,51.07,59.4,Medium,High
AES,Linux,6.14,3.61,90.47,137.5,High,High
AES,Linux,9.4,9.52,54.81,96.75,High,Medium
AES,MacOS,6.33,17.36,85.76,23.97,High,High
ChaCha20,Android,14.1,17.41,82.12,455.56,Low,Medium
ChaCha20,Windows,16.87,3.79,46.95,14.03,High,Low
RSA,Android,14.12,3.63,30.71,370.68,Medium,High
Twofish,Android,16.84,6.73,46.55,84.55,High,Low
Blowfish,Windows,9.15,17.75,84.36,456.99,High,Low
ECC,MacOS,4.81,4.32,30.49,447.47,Medium,Medium
ChaCha20,Android,15.28,14.96,57.2,330.41,High,Low
ECC,Linux,8.49,3.82,82.55,339.39,Low,Medium
Twofish,Windows,14.08,13.22,41.81,12.62,High,Medium
Twofish,iOS,6.87,8.41,67.8,492.59,Low,Low
ECC,MacOS,3.46,16.2,32.11,440.14,Low,Low
ChaCha20,Windows,19.87,6.21,19.84,448.6,Low,Medium
ECC,iOS,4.81,13.51,81.49,333.03,Medium,Medium
RSA,iOS,19.79,6.24,18.91,178.95,High,Low
DES,Android,19.59,14.85,34.42,447.89,Low,Medium
ChaCha20,Android,16.29,17.73,86.96,152.84,Low,Medium
ChaCha20,Android,13.87,4.28,41.18,285.73,High,High
Blowfish,Windows,12.4,17.6,97.57,58.87,Medium,High
AES,Windows,17.59,12.68,98.18,461.76,Medium,High
DES,MacOS,7.21,4.29,34.14,78.98,Low,High
Twofish,Android,10.42,9.7,13.69,120.2,Medium,High
ChaCha20,iOS,13.15,4.9,73.46,283.49,High,Medium
ECC,Linux,9.4,14.61,50.59,384.41,Medium,Medium
DES,MacOS,9.69,15.66,19.07,313.48,High,High
Blowfish,Windows,7.95,3.9,73.68,123.75,Low,Low
Twofish,MacOS,12.16,11.11,12.81,10.46,High,High
AES,MacOS,17.31,16.66,88.32,381,Low,Low
AES,MacOS,5.63,18.85,22.48,492.75,High,Medium
Blowfish,MacOS,18.82,11.24,21.46,406.86,High,Low
Blowfish,Linux,14.4,19.11,25.81,235.5,Medium,Medium
ECC,Android,16.82,11.64,96.42,452.85,High,Low
ChaCha20,iOS,12.01,9.1,72.39,210.83,Low,Medium
AES,MacOS,16.03,17.27,82.12,267.22,High,Medium
Twofish,MacOS,2.29,10.87,45.79,243.79,Low,High
DES,MacOS,16.73,10.49,40.27,229.34,Low,Medium
Twofish,Android,2.72,10.83,31.1,389.84,High,High
RSA,Windows,18.02,17.24,53.26,268.12,Medium,High
RSA,Windows,19.86,16.97,59.66,165.19,High,High
Blowfish,Linux,7.29,9.26,66.86,136.5,High,Low
ECC,Windows,5.79,8,33.14,28.5,Medium,Low
RSA,MacOS,15.78,10.85,95.38,295.77,Low,Medium
AES,MacOS,6.55,12.31,25.28,122.68,High,High
Twofish,MacOS,17.58,6.29,96.91,82.59,Medium,High
Twofish,Linux,3.85,16.29,11.34,330.38,Medium,Medium
Blowfish,MacOS,4.27,10.76,53.3,343.79,Low,High
ChaCha20,Windows,19.62,8.01,40,378.56,Medium,Medium
ChaCha20,Android,14.13,3.92,50.42,256.75,Low,High
DES,Android,17.24,6.3,61.36,448.09,High,Low
Blowfish,iOS,7.84,19.09,49.2,468.81,Medium,Medium
DES,Windows,14.18,7.49,47.34,405.61,High,Medium
ChaCha20,MacOS,12.7,5.04,75.95,321.44,Medium,Low
Blowfish,Android,12.86,10.29,71.73,158.82,Medium,Medium
Blowfish,Windows,14.29,7.53,84.99,491.64,High,Low
Blowfish,Android,12.36,2.63,32.5,144.33,Medium,High
ChaCha20,MacOS,9.72,7.82,64.86,109.3,High,Low
DES,Android,6.97,11.79,62.67,226.66,High,Low
DES,iOS,15.83,11.93,43.28,37.85,Low,Medium
Blowfish,iOS,6.07,8.42,53.75,489.46,High,High
RSA,Android,14.46,10.05,38.24,298.33,Low,Low
ECC,Windows,6.2,19.38,22.77,282.91,High,High
ChaCha20,Windows,13.26,8.79,29.24,331.34,Medium,Low
ECC,Windows,15.45,6.65,19.5,253.54,High,Medium
ECC,Android,5.94,6.38,71.48,25.71,Medium,Low
DES,Windows,3.08,10.24,69.47,310.03,Low,Low
DES,MacOS,4.36,15.67,95.55,360.93,Medium,High
RSA,iOS,12.91,5.71,75.67,214.21,High,Low
ECC,MacOS,17.29,14.77,14.68,381.07,Medium,Medium
ECC,Windows,2.81,2.38,89.58,121.23,Low,Medium
Blowfish,MacOS,15.21,9.54,87.64,118.43,Medium,Low
DES,Windows,8.14,15.97,49.9,89.09,Medium,Low
ECC,Android,10.61,8.1,62.73,192.28,High,High
Twofish,MacOS,18.72,12.15,97.85,425.04,High,High
RSA,Android,7.98,5.69,57.91,415.68,Medium,Medium
Twofish,Android,10.38,15.36,91.48,197.58,Low,High
Twofish,Linux,2.25,2.94,17.47,298.67,Medium,Low
ChaCha20,Windows,3.47,17.35,27.19,363.2,Low,Medium
ChaCha20,iOS,6.65,5.57,49.67,128.19,Low,High
RSA,Windows,2.5,17.74,62.63,92.39,Low,Medium
Twofish,iOS,13.36,8.35,83.46,486.33,Medium,Low
ECC,Windows,9.68,15.01,98.94,312.6,Low,High
DES,Android,11.87,7.75,45,490.89,Medium,Low
RSA,MacOS,5.14,18.31,14.27,175.5,Low,Low
Blowfish,MacOS,7.33,4.28,82.11,354.49,Low,Medium
Twofish,Linux,13.95,5.21,64.39,119.08,Medium,Medium
RSA,iOS,19.38,10.87,27.87,137.99,High,Medium
AES,iOS,2.91,3.47,54.53,260.83,High,High
AES,iOS,18.03,5.53,76.81,166.61,Medium,High
ChaCha20,Android,12.38,18.99,79.34,92.13,Medium,Medium
DES,iOS,12.15,19.58,54.97,138.81,High,High
ECC,MacOS,11.01,8.77,37.47,27.52,High,High
DES,Android,3.25,18.62,97.64,355.17,High,Medium
DES,Windows,3.62,11.81,69.7,251.14,Medium,Low
DES,iOS,12.82,6.86,46.74,56.18,Low,High
DES,iOS,8.14,14.64,35.24,94.13,Medium,High
Blowfish,Windows,18.51,13.86,75.8,60.24,High,Low
Blowfish,iOS,9.32,19.8,31.8,310.17,Low,Low
ChaCha20,Windows,4.58,6.77,25.45,56.16,Medium,Low
RSA,Android,14.86,14.1,57.69,379.6,High,Medium
AES,MacOS,7.28,2.94,36.1,20.05,Medium,Low
DES,Windows,11.46,4.05,66.6,132.19,Low,Medium
ChaCha20,Linux,14.56,2.07,20.61,446.43,High,Low
RSA,Windows,18.2,19.99,68.94,362.08,Medium,Low
AES,iOS,16.26,16.44,35.5,45.75,Low,Medium
Twofish,Android,14.17,16.16,10.02,412.35,Low,Medium
ECC,Android,14.23,11.18,21.42,251.59,Medium,Low
Blowfish,Windows,19.03,7.4,94.03,424.92,Low,Low
Twofish,MacOS,7.32,4.72,88.06,304.36,High,Low
AES,Linux,2.02,7.12,31.02,344.1,Low,High
Twofish,Android,6.9,8.77,80.05,496.82,Medium,Low
ECC,iOS,5.92,15.61,64.77,123.84,High,Medium
ChaCha20,iOS,13.91,11.71,97.38,315.73,Low,High
AES,MacOS,13.41,3.39,43.62,235.56,Low,Medium
Twofish,Android,12.68,2.32,71.33,29.33,High,High
Blowfish,Windows,2.29,3.84,15.72,17.09,High,High
Blowfish,iOS,15.12,9.39,45.66,68.42,Low,Medium
RSA,MacOS,7.82,18.8,96.74,328.05,High,High
Twofish,Android,13.97,13.47,58.51,287.91,Medium,Medium
DES,Android,12.02,16.43,35.91,281.18,Low,Low
Twofish,Android,8.17,10.39,20.82,25.61,Medium,High
ChaCha20,Android,4.42,8.51,73.32,239.96,Low,Medium
AES,Android,3.7,3.95,68.04,463.07,Medium,High
AES,iOS,16.97,17.77,43.65,204.82,Medium,Medium
ChaCha20,MacOS,18.53,16.1,95.58,316.21,High,Low
Twofish,Android,13.7,5.03,12,392.11,Low,Low
ChaCha20,Linux,3.86,11.22,37.34,394.12,High,High
ECC,Linux,9.24,10.77,92.9,264.45,High,High
ChaCha20,MacOS,15.12,13.25,38.88,430.4,Low,Medium
Blowfish,Windows,16.04,19.03,32.7,201.78,Medium,Medium
ChaCha20,Windows,4.13,12.44,58.08,445.46,Low,High
AES,Windows,2,11.72,84.14,127.71,Low,Medium
Blowfish,Linux,14.82,2.91,19.28,147.31,Low,Medium
AES,Windows,8.42,3.13,94.87,36.03,High,Medium
RSA,iOS,6.58,5.37,81.56,399.84,Low,High
DES,Android,2.23,2.58,26.31,214.36,Low,Low
AES,Linux,11.73,15.38,74.08,122.27,Low,Low
Blowfish,MacOS,17.32,15.02,44.65,123.58,Medium,Medium
RSA,MacOS,19.24,4.45,46.21,451.69,Medium,High
AES,Android,12.18,17.05,80.5,418.62,Medium,Medium
ECC,Linux,11.26,4.79,96.65,281.23,Medium,Low
ChaCha20,Windows,3.53,7.42,21.4,311.89,High,Medium
DES,Windows,11.88,6.48,47.86,242.42,High,Low
AES,iOS,8.84,8.7,53.28,201.92,Low,High
RSA,iOS,12.93,6.58,43.87,458.58,High,Medium
ECC,Windows,9,10.8,42.69,71.55,Medium,High
Twofish,MacOS,6.33,9.33,14.7,215.04,Low,Medium
RSA,MacOS,3.71,19.76,71.7,178.84,Low,Medium
ChaCha20,iOS,7.67,3.01,49.26,254.09,Medium,Medium
RSA,Android,3.74,4.56,27.53,234.24,Medium,Medium
ECC,Windows,5.18,2.95,83.44,264.26,Medium,Medium
RSA,iOS,19.77,13.27,82.23,78.56,High,High
ECC,iOS,9.99,2.98,53.78,261.44,Low,High
AES,Windows,11.57,17.06,36.86,128.79,Medium,Low
ECC,Windows,17.73,11.21,67.43,100.32,Low,Medium
ECC,MacOS,19.92,11.49,35.93,41.77,Low,Low
DES,Android,12.49,12.11,31.24,383.7,High,High
ECC,Android,16.62,5.07,75.75,219.45,Low,Low
ECC,Windows,7.88,5.56,13.63,317.06,Medium,High
Twofish,Linux,7.5,7.74,18.53,366.52,Medium,Medium
